Date,Team,Player Value,Pick Value,Total Value
2023-04-30,Stroud Boyz,49356,30600,79956
2023-04-30,The Shake’N’Bakerz,61897,14107,76004
2023-04-30,Low Taper Feyd,67291,18231,85522
2023-04-30,Washed up Wilsons,72692,25053,97745
2023-04-30,The Cleveland Josh Allens,80966,20353,101319
2023-04-30,Bye Week,64438,18424,82862
2023-04-30,Turrible. Just turrible.,65336,28062,93398
2023-05-01,Stanford Marshmallows,71803,32956,104759
2023-05-01,All-Pro KTC,75627,34722,110349
2023-05-01,Don’t Tread on Me,80231,26227,106458
2023-05-01,Stroud Boyz,48819,30643,79462
2023-05-01,The Shake’N’Bakerz,61516,14173,75689
2023-05-01,Low Taper Feyd,67191,18299,85490
2023-05-01,Washed up Wilsons,72730,25173,97903
2023-05-01,The Cleveland Josh Allens,80659,20376,101035
2023-05-01,Bye Week,64286,18429,82715
2023-05-01,Turrible. Just turrible.,62759,41272,104031
2023-05-02,Stanford Marshmallows,71651,33131,104782
2023-05-02,All-Pro KTC,75667,34786,110453
2023-05-02,Don’t Tread on Me,80158,26366,106524
2023-05-02,Stroud Boyz,48803,30800,79603
2023-05-02,The Shake’N’Bakerz,61487,14357,75844
2023-05-02,Low Taper Feyd,66823,18371,85194
2023-05-02,Washed up Wilsons,72633,25345,97978
2023-05-02,The Cleveland Josh Allens,80562,20492,101054
2023-05-02,Bye Week,63996,18523,82519
2023-05-02,Turrible. Just turrible.,62485,41489,103974
2023-05-03,Stanford Marshmallows,71539,33335,104874
2023-05-03,All-Pro KTC,75225,35034,110259
2023-05-03,Don’t Tread on Me,80182,26602,106784
2023-05-03,Stroud Boyz,47020,32178,79198
2023-05-03,The Shake’N’Bakerz,61348,14599,75947
2023-05-03,Low Taper Feyd,66449,18552,85001
2023-05-03,Washed up Wilsons,72121,25543,97664
2023-05-03,The Cleveland Josh Allens,80507,20630,101137
2023-05-03,Bye Week,63326,18886,82212
2023-05-03,Turrible. Just turrible.,62943,40661,103604
2023-05-04,Stanford Marshmallows,71457,33099,104556
2023-05-04,All-Pro KTC,74988,35011,109999
2023-05-04,Don’t Tread on Me,80279,26564,106843
2023-05-04,Stroud Boyz,47143,32210,79353
2023-05-04,The Shake’N’Bakerz,61491,14644,76135
2023-05-04,Low Taper Feyd,66486,18423,84909
2023-05-04,Washed up Wilsons,71747,25461,97208
2023-05-04,The Cleveland Josh Allens,80515,20622,101137
2023-05-04,Bye Week,63077,18960,82037
2023-05-04,Turrible. Just turrible.,62753,40646,103399
2023-05-05,Stanford Marshmallows,71250,32918,104168
2023-05-05,All-Pro KTC,75049,34960,110009
2023-05-05,Don’t Tread on Me,80109,26499,106608
2023-05-05,Stroud Boyz,46941,32207,79148
2023-05-05,The Shake’N’Bakerz,61144,14552,75696
2023-05-05,Low Taper Feyd,66283,18368,84651
2023-05-05,Washed up Wilsons,71728,25395,97123
2023-05-05,The Cleveland Josh Allens,80201,20511,100712
2023-05-05,Bye Week,62940,18953,81893
2023-05-05,Turrible. Just turrible.,62850,40627,103477
2023-05-06,Stanford Marshmallows,71221,32708,103929
2023-05-06,All-Pro KTC,75041,34791,109832
2023-05-06,Don’t Tread on Me,80066,26367,106433
2023-05-06,Stroud Boyz,46650,32027,78677
2023-05-06,The Shake’N’Bakerz,61481,14469,75950
2023-05-06,Low Taper Feyd,66190,18253,84443
2023-05-06,Washed up Wilsons,71349,25271,96620
2023-05-06,The Cleveland Josh Allens,79924,20401,100325
2023-05-06,Bye Week,62901,18847,81748
2023-05-06,Turrible. Just turrible.,62664,40536,103200
2023-05-07,Stanford Marshmallows,70687,32508,103195
2023-05-07,All-Pro KTC,74895,34634,109529
2023-05-07,Don’t Tread on Me,80003,26182,106185
2023-05-07,Stroud Boyz,46203,31747,77950
2023-05-07,The Shake’N’Bakerz,61604,14325,75929
2023-05-07,Low Taper Feyd,66058,18093,84151
2023-05-07,Washed up Wilsons,71328,25079,96407
2023-05-07,The Cleveland Josh Allens,79825,20328,100153
2023-05-07,Bye Week,62767,18606,81373
2023-05-07,Turrible. Just turrible.,62580,40318,102898
2023-05-08,Stanford Marshmallows,70456,32621,103077
2023-05-08,All-Pro KTC,74803,34686,109489
2023-05-08,Don’t Tread on Me,79877,26241,106118
2023-05-08,Stroud Boyz,45971,31908,77879
2023-05-08,The Shake’N’Bakerz,61328,14339,75667
2023-05-08,Low Taper Feyd,65744,18145,83889
2023-05-08,Washed up Wilsons,71484,25106,96590
2023-05-08,The Cleveland Josh Allens,79600,20378,99978
2023-05-08,Bye Week,62724,18697,81421
2023-05-08,Turrible. Just turrible.,62418,40289,102707
2023-05-09,Stanford Marshmallows,70373,32790,103163
2023-05-09,All-Pro KTC,74774,35051,109825
2023-05-09,Don’t Tread on Me,79865,26391,106256
2023-05-09,Stroud Boyz,46049,32185,78234
2023-05-09,The Shake’N’Bakerz,60929,14273,75202
2023-05-09,Low Taper Feyd,65737,18209,83946
2023-05-09,Washed up Wilsons,71305,25153,96458
2023-05-09,The Cleveland Josh Allens,79362,20565,99927
2023-05-09,Bye Week,62634,18665,81299
2023-05-09,Turrible. Just turrible.,62293,40628,102921
2023-05-10,Stanford Marshmallows,70399,33013,103412
2023-05-10,All-Pro KTC,74507,35194,109701
2023-05-10,Don’t Tread on Me,79591,26540,106131
2023-05-10,Stroud Boyz,45920,32316,78236
2023-05-10,The Shake’N’Bakerz,60513,14410,74923
2023-05-10,Low Taper Feyd,65700,18325,84025
2023-05-10,Washed up Wilsons,71291,25417,96708
2023-05-10,The Cleveland Josh Allens,79347,20657,100004
2023-05-10,Bye Week,62868,18660,81528
2023-05-10,Turrible. Just turrible.,61984,40868,102852
2023-05-11,Stanford Marshmallows,71801,36771,108572
2023-05-11,All-Pro KTC,89197,27926,117123
2023-05-11,Don’t Tread on Me,81780,25783,107563
2023-05-11,Stroud Boyz,64988,21437,86425
2023-05-11,The Shake’N’Bakerz,65550,15385,80935
2023-05-11,Low Taper Feyd,62739,25783,88522
2023-05-11,Washed up Wilsons,73997,27635,101632
2023-05-11,The Cleveland Josh Allens,85673,16921,102594
2023-05-11,Bye Week,63616,25714,89330
2023-05-11,Turrible. Just turrible.,69811,34475,104286
2023-05-12,Stanford Marshmallows,71734,36680,108414
2023-05-12,All-Pro KTC,89472,27871,117343
2023-05-12,Don’t Tread on Me,82084,25766,107850
2023-05-12,Stroud Boyz,65061,21438,86499
2023-05-12,The Shake’N’Bakerz,65445,15423,80868
2023-05-12,Low Taper Feyd,62632,25766,88398
2023-05-12,Washed up Wilsons,74076,27613,101689
2023-05-12,The Cleveland Josh Allens,85759,16918,102677
2023-05-12,Bye Week,63966,25763,89729
2023-05-12,Turrible. Just turrible.,69774,34422,104196
2023-05-13,Stanford Marshmallows,71602,36358,107960
2023-05-13,All-Pro KTC,89512,27770,117282
2023-05-13,Don’t Tread on Me,82047,25587,107634
2023-05-13,Stroud Boyz,65157,21275,86432
2023-05-13,The Shake’N’Bakerz,65337,15340,80677
2023-05-13,Low Taper Feyd,62732,25587,88319
2023-05-13,Washed up Wilsons,74069,27428,101497
2023-05-13,The Cleveland Josh Allens,86231,16785,103016
2023-05-13,Bye Week,63644,25529,89173
2023-05-13,Turrible. Just turrible.,69735,34211,103946
2023-05-14,Stanford Marshmallows,71933,36228,108161
2023-05-14,All-Pro KTC,89690,27703,117393
2023-05-14,Don’t Tread on Me,82272,25497,107769
2023-05-14,Stroud Boyz,64932,21214,86146
2023-05-14,The Shake’N’Bakerz,65252,15281,80533
2023-05-14,Low Taper Feyd,62749,25497,88246
2023-05-14,Washed up Wilsons,74147,27326,101473
2023-05-14,The Cleveland Josh Allens,85997,16728,102725
2023-05-14,Bye Week,63441,25433,88874
2023-05-14,Turrible. Just turrible.,69638,34063,103701
2023-05-15,Stanford Marshmallows,72060,36279,108339
2023-05-15,All-Pro KTC,89853,27852,117705
2023-05-15,Don’t Tread on Me,82231,25513,107744
2023-05-15,Stroud Boyz,64946,21218,86164
2023-05-15,The Shake’N’Bakerz,65415,15259,80674
2023-05-15,Low Taper Feyd,62834,25426,88260
2023-05-15,Washed up Wilsons,74129,27327,101456
2023-05-15,The Cleveland Josh Allens,86172,16708,102880
2023-05-15,Bye Week,63187,25445,88632
2023-05-15,Turrible. Just turrible.,69729,34103,103832
2023-05-16,Stanford Marshmallows,71805,36306,108111
2023-05-16,All-Pro KTC,90015,27572,117587
2023-05-16,Don’t Tread on Me,82015,25543,107558
2023-05-16,Stroud Boyz,64762,21297,86059
2023-05-16,The Shake’N’Bakerz,65407,15357,80764
2023-05-16,Low Taper Feyd,62789,25588,88377
2023-05-16,Washed up Wilsons,74232,27395,101627
2023-05-16,The Cleveland Josh Allens,86101,16791,102892
2023-05-16,Bye Week,63333,25546,88879
2023-05-16,Turrible. Just turrible.,69686,34035,103721
2023-05-17,Stanford Marshmallows,71742,35971,107713
2023-05-17,All-Pro KTC,90187,27606,117793
2023-05-17,Don’t Tread on Me,81643,25360,107003
2023-05-17,Stroud Boyz,64585,21071,85656
2023-05-17,The Shake’N’Bakerz,65437,15237,80674
2023-05-17,Low Taper Feyd,62968,25351,88319
2023-05-17,Washed up Wilsons,74194,27202,101396
2023-05-17,The Cleveland Josh Allens,86198,16644,102842
2023-05-17,Bye Week,63388,25220,88608
2023-05-17,Turrible. Just turrible.,69728,33938,103666
2023-05-18,Stanford Marshmallows,72001,36362,108363
2023-05-18,All-Pro KTC,90215,27576,117791
2023-05-18,Don’t Tread on Me,81907,25515,107422
2023-05-18,Stroud Boyz,64636,21244,85880
2023-05-18,The Shake’N’Bakerz,65421,15233,80654
2023-05-18,Low Taper Feyd,62807,25595,88402
2023-05-18,Washed up Wilsons,73922,27344,101266
2023-05-18,The Cleveland Josh Allens,86286,16809,103095
2023-05-18,Bye Week,63454,25415,88869
2023-05-18,Turrible. Just turrible.,69750,34057,103807
2023-05-19,Stanford Marshmallows,71846,36161,108007
2023-05-19,All-Pro KTC,90761,27578,118339
2023-05-19,Don’t Tread on Me,81884,25424,107308
2023-05-19,Stroud Boyz,64840,21152,85992
2023-05-19,The Shake’N’Bakerz,65485,15216,80701
2023-05-19,Low Taper Feyd,62443,25444,87887
2023-05-19,Washed up Wilsons,74200,27243,101443
2023-05-19,The Cleveland Josh Allens,86401,16728,103129
2023-05-19,Bye Week,63321,25326,88647
2023-05-19,Turrible. Just turrible.,69583,33968,103551
2023-05-20,Stanford Marshmallows,71585,36022,107607
2023-05-20,All-Pro KTC,90943,27396,118339
2023-05-20,Don’t Tread on Me,81946,25346,107292
2023-05-20,Stroud Boyz,65036,21127,86163
2023-05-20,The Shake’N’Bakerz,65337,15216,80553
2023-05-20,Low Taper Feyd,62560,25381,87941
2023-05-20,Washed up Wilsons,74355,27148,101503
2023-05-20,The Cleveland Josh Allens,86551,16705,103256
2023-05-20,Bye Week,63380,25335,88715
2023-05-20,Turrible. Just turrible.,69453,33784,103237
2023-05-21,Stanford Marshmallows,71672,36022,107694
2023-05-21,All-Pro KTC,90930,27564,118494
2023-05-21,Don’t Tread on Me,81945,25363,107308
2023-05-21,Stroud Boyz,64865,21086,85951
2023-05-21,The Shake’N’Bakerz,65451,15159,80610
2023-05-21,Low Taper Feyd,62554,25389,87943
2023-05-21,Washed up Wilsons,74357,27149,101506
2023-05-21,The Cleveland Josh Allens,86467,16712,103179
2023-05-21,Bye Week,63454,25269,88723
2023-05-21,Turrible. Just turrible.,69419,33917,103336
2023-05-22,Stanford Marshmallows,71872,36047,107919
2023-05-22,All-Pro KTC,90992,27464,118456
2023-05-22,Don’t Tread on Me,82079,25384,107463
2023-05-22,Stroud Boyz,64821,21157,85978
2023-05-22,The Shake’N’Bakerz,65692,15186,80878
2023-05-22,Low Taper Feyd,62555,25408,87963
2023-05-22,Washed up Wilsons,74211,27127,101338
2023-05-22,The Cleveland Josh Allens,86408,16776,103184
2023-05-22,Bye Week,63238,25453,88691
2023-05-22,Turrible. Just turrible.,69516,33838,103354
2023-05-23,Stanford Marshmallows,71964,36191,108155
2023-05-23,All-Pro KTC,91067,27650,118717
2023-05-23,Don’t Tread on Me,82387,25463,107850
2023-05-23,Stroud Boyz,64926,21202,86128
2023-05-23,The Shake’N’Bakerz,65454,15201,80655
2023-05-23,Low Taper Feyd,62563,25439,88002
2023-05-23,Washed up Wilsons,74480,27214,101694
2023-05-23,The Cleveland Josh Allens,86389,16788,103177
2023-05-23,Bye Week,63105,25497,88602
2023-05-23,Turrible. Just turrible.,69504,33985,103489
2023-05-24,Stanford Marshmallows,71717,36287,108004
2023-05-24,All-Pro KTC,91209,27616,118825
2023-05-24,Don’t Tread on Me,82277,25471,107748
2023-05-24,Stroud Boyz,64916,21203,86119
2023-05-24,The Shake’N’Bakerz,65400,15168,80568
2023-05-24,Low Taper Feyd,62552,25407,87959
2023-05-24,Washed up Wilsons,74783,27200,101983
2023-05-24,The Cleveland Josh Allens,86009,16842,102851
2023-05-24,Bye Week,63052,25509,88561
2023-05-24,Turrible. Just turrible.,69441,34007,103448
2023-05-25,Stanford Marshmallows,71682,36462,108144
2023-05-25,All-Pro KTC,91391,27824,119215
2023-05-25,Don’t Tread on Me,82248,25611,107859
2023-05-25,Stroud Boyz,64895,21282,86177
2023-05-25,The Shake’N’Bakerz,65439,15236,80675
2023-05-25,Low Taper Feyd,62539,25565,88104
2023-05-25,Washed up Wilsons,74500,27377,101877
2023-05-25,The Cleveland Josh Allens,85960,16902,102862
2023-05-25,Bye Week,63104,25582,88686
2023-05-25,Turrible. Just turrible.,69313,34269,103582
2023-05-26,Stanford Marshmallows,71700,36550,108250
2023-05-26,All-Pro KTC,91150,27744,118894
2023-05-26,Don’t Tread on Me,82066,25681,107747
2023-05-26,Stroud Boyz,64909,21373,86282
2023-05-26,The Shake’N’Bakerz,65154,15374,80528
2023-05-26,Low Taper Feyd,62451,25676,88127
2023-05-26,Washed up Wilsons,74535,27514,102049
2023-05-26,The Cleveland Josh Allens,86200,16924,103124
2023-05-26,Bye Week,63019,25677,88696
2023-05-26,Turrible. Just turrible.,69255,34297,103552
2023-05-27,Stanford Marshmallows,71705,36388,108093
2023-05-27,All-Pro KTC,91027,27978,119005
2023-05-27,Don’t Tread on Me,81874,25633,107507
2023-05-27,Stroud Boyz,64795,21272,86067
2023-05-27,The Shake’N’Bakerz,65180,15386,80566
2023-05-27,Low Taper Feyd,62665,25508,88173
2023-05-27,Washed up Wilsons,74581,27494,102075
2023-05-27,The Cleveland Josh Allens,86275,16784,103059
2023-05-27,Bye Week,63017,25532,88549
2023-05-27,Turrible. Just turrible.,69135,34355,103490
2023-05-28,Stanford Marshmallows,71472,36356,107828
2023-05-28,All-Pro KTC,91091,28006,119097
2023-05-28,Don’t Tread on Me,81910,25593,107503
2023-05-28,Stroud Boyz,64745,21234,85979
2023-05-28,The Shake’N’Bakerz,64977,15367,80344
2023-05-28,Low Taper Feyd,62653,25442,88095
2023-05-28,Washed up Wilsons,74466,27472,101938
2023-05-28,The Cleveland Josh Allens,86229,16710,102939
2023-05-28,Bye Week,63108,25439,88547
2023-05-28,Turrible. Just turrible.,69228,34311,103539
2023-05-29,Stanford Marshmallows,71352,36438,107790
2023-05-29,All-Pro KTC,91178,27824,119002
2023-05-29,Don’t Tread on Me,81963,25612,107575
2023-05-29,Stroud Boyz,64778,21277,86055
2023-05-29,The Shake’N’Bakerz,64933,15398,80331
2023-05-29,Low Taper Feyd,62687,25553,88240
2023-05-29,Washed up Wilsons,74389,27523,101912
2023-05-29,The Cleveland Josh Allens,86318,16764,103082
2023-05-29,Bye Week,63385,25449,88834
2023-05-29,Turrible. Just turrible.,69248,34282,103530
2023-05-30,Stanford Marshmallows,71311,36447,107758
2023-05-30,All-Pro KTC,91091,27774,118865
2023-05-30,Don’t Tread on Me,81726,25611,107337
2023-05-30,Stroud Boyz,64918,21299,86217
2023-05-30,The Shake’N’Bakerz,65066,15364,80430
2023-05-30,Low Taper Feyd,62569,25578,88147
2023-05-30,Washed up Wilsons,74294,27483,101777
2023-05-30,The Cleveland Josh Allens,86586,16804,103390
2023-05-30,Bye Week,63314,25515,88829
2023-05-30,Turrible. Just turrible.,69026,34235,103261
2023-05-31,Stanford Marshmallows,71326,36401,107727
2023-05-31,All-Pro KTC,91045,27774,118819
2023-05-31,Don’t Tread on Me,81627,25609,107236
2023-05-31,Stroud Boyz,64998,21321,86319
2023-05-31,The Shake’N’Bakerz,65215,15396,80611
2023-05-31,Low Taper Feyd,62626,25560,88186
2023-05-31,Washed up Wilsons,74086,27473,101559
2023-05-31,The Cleveland Josh Allens,86641,16786,103427
2023-05-31,Bye Week,63158,25585,88743
2023-05-31,Turrible. Just turrible.,68890,34185,103075
2023-06-01,Stanford Marshmallows,71303,36145,107448
2023-06-01,All-Pro KTC,91165,27850,119015
2023-06-01,Don’t Tread on Me,81815,25496,107311
2023-06-01,Stroud Boyz,65336,21178,86514
2023-06-01,The Shake’N’Bakerz,65189,15358,80547
2023-06-01,Low Taper Feyd,62628,25327,87955
2023-06-01,Washed up Wilsons,74357,27363,101720
2023-06-01,The Cleveland Josh Allens,86495,16618,103113
2023-06-01,Bye Week,63185,25493,88678
2023-06-01,Turrible. Just turrible.,68653,34132,102785
2023-06-02,Stanford Marshmallows,71139,36068,107207
2023-06-02,All-Pro KTC,91259,27555,118814
2023-06-02,Don’t Tread on Me,82004,25394,107398
2023-06-02,Stroud Boyz,65398,21122,86520
2023-06-02,The Shake’N’Bakerz,65155,15215,80370
2023-06-02,Low Taper Feyd,62261,25402,87663
2023-06-02,Washed up Wilsons,74711,27209,101920
2023-06-02,The Cleveland Josh Allens,86393,16653,103046
2023-06-02,Bye Week,62978,25384,88362
2023-06-02,Turrible. Just turrible.,68583,33938,102521
2023-06-03,Stanford Marshmallows,71243,36156,107399
2023-06-03,All-Pro KTC,91245,27361,118606
2023-06-03,Don’t Tread on Me,81764,25418,107182
2023-06-03,Stroud Boyz,65585,21183,86768
2023-06-03,The Shake’N’Bakerz,65067,15224,80291
2023-06-03,Low Taper Feyd,62031,25554,87585
2023-06-03,Washed up Wilsons,74479,27216,101695
2023-06-03,The Cleveland Josh Allens,86406,16777,103183
2023-06-03,Bye Week,62919,25403,88322
2023-06-03,Turrible. Just turrible.,68550,33888,102438
2023-06-04,Stanford Marshmallows,71510,36186,107696
2023-06-04,All-Pro KTC,91112,27270,118382
2023-06-04,Don’t Tread on Me,81442,25444,106886
2023-06-04,Stroud Boyz,65488,21242,86730
2023-06-04,The Shake’N’Bakerz,65046,15320,80366
2023-06-04,Low Taper Feyd,62054,25602,87656
2023-06-04,Washed up Wilsons,74573,27270,101843
2023-06-04,The Cleveland Josh Allens,86422,16800,103222
2023-06-04,Bye Week,63038,25458,88496
2023-06-04,Turrible. Just turrible.,68573,33848,102421
2023-06-05,Stanford Marshmallows,71746,36374,108120
2023-06-05,All-Pro KTC,90996,27190,118186
2023-06-05,Don’t Tread on Me,81872,25517,107389
2023-06-05,Stroud Boyz,65456,21316,86772
2023-06-05,The Shake’N’Bakerz,64941,15286,80227
2023-06-05,Low Taper Feyd,61855,25810,87665
2023-06-05,Washed up Wilsons,74317,27346,101663
2023-06-05,The Cleveland Josh Allens,86405,16891,103296
2023-06-05,Bye Week,63022,25521,88543
2023-06-05,Turrible. Just turrible.,68300,33919,102219
2023-06-06,Stanford Marshmallows,71706,36288,107994
2023-06-06,All-Pro KTC,90769,27302,118071
2023-06-06,Don’t Tread on Me,81698,25539,107237
2023-06-06,Stroud Boyz,65244,21347,86591
2023-06-06,The Shake’N’Bakerz,64978,15382,80360
2023-06-06,Low Taper Feyd,61699,25764,87463
2023-06-06,Washed up Wilsons,74154,27362,101516
2023-06-06,The Cleveland Josh Allens,86472,16884,103356
2023-06-06,Bye Week,62980,25599,88579
2023-06-06,Turrible. Just turrible.,68492,33923,102415
2023-06-07,Stanford Marshmallows,71681,36537,108218
2023-06-07,All-Pro KTC,90986,27802,118788
2023-06-07,Don’t Tread on Me,81584,25786,107370
2023-06-07,Stroud Boyz,65403,21495,86898
2023-06-07,The Shake’N’Bakerz,64828,15519,80347
2023-06-07,Low Taper Feyd,61920,25955,87875
2023-06-07,Washed up Wilsons,74187,27607,101794
2023-06-07,The Cleveland Josh Allens,86610,17041,103651
2023-06-07,Bye Week,63044,25750,88794
2023-06-07,Turrible. Just turrible.,68255,34368,102623
2023-06-08,Stanford Marshmallows,71594,36469,108063
2023-06-08,All-Pro KTC,90928,27566,118494
2023-06-08,Don’t Tread on Me,81519,25739,107258
2023-06-08,Stroud Boyz,65371,21505,86876
2023-06-08,The Shake’N’Bakerz,64674,15500,80174
2023-06-08,Low Taper Feyd,61846,26055,87901
2023-06-08,Washed up Wilsons,74238,27521,101759
2023-06-08,The Cleveland Josh Allens,86630,17132,103762
2023-06-08,Bye Week,63074,25696,88770
2023-06-08,Turrible. Just turrible.,68236,34207,102443
2023-06-09,Stanford Marshmallows,72056,36586,108642
2023-06-09,All-Pro KTC,90822,27581,118403
2023-06-09,Don’t Tread on Me,81366,25729,107095
2023-06-09,Stroud Boyz,65201,21463,86664
2023-06-09,The Shake’N’Bakerz,64660,15345,80005
2023-06-09,Low Taper Feyd,61761,26110,87871
2023-06-09,Washed up Wilsons,74206,27480,101686
2023-06-09,The Cleveland Josh Allens,86631,17137,103768
2023-06-09,Bye Week,62956,25598,88554
2023-06-09,Turrible. Just turrible.,67813,34261,102074
2023-06-10,Stanford Marshmallows,72090,36551,108641
2023-06-10,All-Pro KTC,90863,27374,118237
2023-06-10,Don’t Tread on Me,81468,25741,107209
2023-06-10,Stroud Boyz,65234,21539,86773
2023-06-10,The Shake’N’Bakerz,64514,15489,80003
2023-06-10,Low Taper Feyd,61731,26198,87929
2023-06-10,Washed up Wilsons,74445,27534,101979
2023-06-10,The Cleveland Josh Allens,86710,17177,103887
2023-06-10,Bye Week,62622,25662,88284
2023-06-10,Turrible. Just turrible.,68213,34145,102358
2023-06-11,Stanford Marshmallows,71979,36678,108657
2023-06-11,All-Pro KTC,90993,27643,118636
2023-06-11,Don’t Tread on Me,81719,25885,107604
2023-06-11,Stroud Boyz,65271,21646,86917
2023-06-11,The Shake’N’Bakerz,64596,15597,80193
2023-06-11,Low Taper Feyd,61778,26289,88067
2023-06-11,Washed up Wilsons,74572,27656,102228
2023-06-11,The Cleveland Josh Allens,86718,17234,103952
2023-06-11,Bye Week,62713,25859,88572
2023-06-11,Turrible. Just turrible.,68209,34363,102572
2023-06-12,Stanford Marshmallows,71891,36586,108477
2023-06-12,All-Pro KTC,91375,27393,118768
2023-06-12,Don’t Tread on Me,82006,25763,107769
2023-06-12,Stroud Boyz,65267,21573,86840
2023-06-12,The Shake’N’Bakerz,64658,15476,80134
2023-06-12,Low Taper Feyd,61770,26221,87991
2023-06-12,Washed up Wilsons,74476,27494,101970
2023-06-12,The Cleveland Josh Allens,86780,17245,104025
2023-06-12,Bye Week,62461,25736,88197
2023-06-12,Turrible. Just turrible.,68033,34143,102176
2023-06-13,Stanford Marshmallows,71712,36432,108144
2023-06-13,All-Pro KTC,91504,27393,118897
2023-06-13,Don’t Tread on Me,81497,25679,107176
2023-06-13,Stroud Boyz,65358,21486,86844
2023-06-13,The Shake’N’Bakerz,64443,15435,79878
2023-06-13,Low Taper Feyd,61896,26150,88046
2023-06-13,Washed up Wilsons,74485,27413,101898
2023-06-13,The Cleveland Josh Allens,86981,17185,104166
2023-06-13,Bye Week,62367,25552,87919
2023-06-13,Turrible. Just turrible.,67846,34065,101911
2023-06-14,Stanford Marshmallows,0,36521,36521
2023-06-14,All-Pro KTC,0,27308,27308
2023-06-14,Don’t Tread on Me,0,25768,25768
2023-06-14,Stroud Boyz,0,21575,21575
2023-06-14,The Shake’N’Bakerz,0,15524,15524
2023-06-14,Low Taper Feyd,0,26413,26413
2023-06-14,Washed up Wilsons,0,27502,27502
2023-06-14,The Cleveland Josh Allens,0,17274,17274
2023-06-14,Bye Week,0,25641,25641
2023-06-14,Turrible. Just turrible.,0,34154,34154
2023-06-15,Stanford Marshmallows,71829,36404,108233
2023-06-15,All-Pro KTC,91671,27125,118796
2023-06-15,Don’t Tread on Me,81708,25656,107364
2023-06-15,Stroud Boyz,65422,21508,86930
2023-06-15,The Shake’N’Bakerz,64730,15386,80116
2023-06-15,Low Taper Feyd,61607,26349,87956
2023-06-15,Washed up Wilsons,74416,27334,101750
2023-06-15,The Cleveland Josh Allens,86621,17296,103917
2023-06-15,Bye Week,62569,25550,88119
2023-06-15,Turrible. Just turrible.,67873,33952,101825
2023-06-16,Stanford Marshmallows,71946,36482,108428
2023-06-16,All-Pro KTC,91625,27267,118892
2023-06-16,Don’t Tread on Me,81584,25727,107311
2023-06-16,Stroud Boyz,65605,21564,87169
2023-06-16,The Shake’N’Bakerz,64878,15449,80327
2023-06-16,Low Taper Feyd,61814,26362,88176
2023-06-16,Washed up Wilsons,74342,27419,101761
2023-06-16,The Cleveland Josh Allens,86783,17327,104110
2023-06-16,Bye Week,62585,25620,88205
2023-06-16,Turrible. Just turrible.,67788,34053,101841
2023-06-17,Stanford Marshmallows,71976,36325,108301
2023-06-17,All-Pro KTC,91861,27481,119342
2023-06-17,Don’t Tread on Me,81651,25724,107375
2023-06-17,Stroud Boyz,65601,21504,87105
2023-06-17,The Shake’N’Bakerz,64758,15458,80216
2023-06-17,Low Taper Feyd,61825,26333,88158
2023-06-17,Washed up Wilsons,74575,27388,101963
2023-06-17,The Cleveland Josh Allens,86783,17294,104077
2023-06-17,Bye Week,62798,25569,88367
2023-06-17,Turrible. Just turrible.,67701,34164,101865
2023-06-18,Stanford Marshmallows,71914,36312,108226
2023-06-18,All-Pro KTC,92158,27463,119621
2023-06-18,Don’t Tread on Me,81662,25752,107414
2023-06-18,Stroud Boyz,65572,21558,87130
2023-06-18,The Shake’N’Bakerz,64656,15496,80152
2023-06-18,Low Taper Feyd,61928,26405,88333
2023-06-18,Washed up Wilsons,74766,27386,102152
2023-06-18,The Cleveland Josh Allens,86829,17381,104210
2023-06-18,Bye Week,62793,25627,88420
2023-06-18,Turrible. Just turrible.,67918,34140,102058
2023-06-19,Stanford Marshmallows,71962,36281,108243
2023-06-19,All-Pro KTC,92387,27588,119975
2023-06-19,Don’t Tread on Me,81600,25719,107319
2023-06-19,Stroud Boyz,65771,21493,87264
2023-06-19,The Shake’N’Bakerz,64691,15467,80158
2023-06-19,Low Taper Feyd,61912,26259,88171
2023-06-19,Washed up Wilsons,74710,27385,102095
2023-06-19,The Cleveland Josh Allens,86797,17270,104067
2023-06-19,Bye Week,62723,25557,88280
2023-06-19,Turrible. Just turrible.,67761,34171,101932
2023-06-20,Stanford Marshmallows,71762,36391,108153
2023-06-20,All-Pro KTC,92511,27648,120159
2023-06-20,Don’t Tread on Me,81587,25791,107378
2023-06-20,Stroud Boyz,65626,21574,87200
2023-06-20,The Shake’N’Bakerz,64690,15555,80245
2023-06-20,Low Taper Feyd,61783,26288,88071
2023-06-20,Washed up Wilsons,74779,27466,102245
2023-06-20,The Cleveland Josh Allens,86925,17306,104231
2023-06-20,Bye Week,62556,25666,88222
2023-06-20,Turrible. Just turrible.,67721,34225,101946
2023-06-21,Stanford Marshmallows,71783,36473,108256
2023-06-21,All-Pro KTC,92538,27712,120250
2023-06-21,Don’t Tread on Me,81747,25899,107646
2023-06-21,Stroud Boyz,65370,21698,87068
2023-06-21,The Shake’N’Bakerz,64965,15716,80681
2023-06-21,Low Taper Feyd,61541,26385,87926
2023-06-21,Washed up Wilsons,74880,27596,102476
2023-06-21,The Cleveland Josh Allens,87053,17397,104450
2023-06-21,Bye Week,62445,25813,88258
2023-06-21,Turrible. Just turrible.,67867,34301,102168
2023-06-22,Stanford Marshmallows,71827,36410,108237
2023-06-22,All-Pro KTC,92430,27763,120193
